sgf,sample_source,side,player,fox_rank,actual_rank_text,actual_rank_value,actual_group,model_rank_value,model_group,metric_rank_reassigned,metric_reassignment_method,metric_adjusted_rank_value,metric_adjusted_group,metric_nearest_rank_value,metric_nearest_group,metric_cluster_id,metric_cluster_k,metric_cluster_collection_class,metric_cluster_rank_median,metric_cluster_group,metric_cluster_distance,metric_cluster_second_distance,metric_cluster_margin,metric_cluster_radius_p90,metric_cluster_distance_ratio,metric_cluster_reassigned,twelve_d_style_rule_hit,twelve_d_style_rule_reassigned,metric_original_rank_distance,metric_nearest_rank_distance,metric_reassignment_margin,metric_reassignment_reason,strength,estimated_rank_value,estimated_group,numeric_error,samples,max_visits,quality_score,first_choice_rate,top3_rate,top5_rate,outside_top5_rate,average_ai_rank,excellent_rate,great_rate,good_move_rate,inaccuracy_rate,match_rate,mistake_rate,average_difficulty,weighted_point_loss,average_score_loss,average_score_equivalent_loss,median_score_loss,p75_score_equivalent_loss,p90_score_equivalent_loss,p95_score_equivalent_loss,max_score_equivalent_loss,loss_stddev,average_winrate_loss,bad_move_rate,blunder_rate,opening_samples,middlegame_samples,endgame_samples,opening_weighted_loss,middlegame_weighted_loss,endgame_weighted_loss,opening_good_move_rate,middlegame_good_move_rate,endgame_good_move_rate,robust_metric_distance,statistical_outlier,nearest_metric_group,actual_metric_distance,nearest_metric_distance,rank_mismatch_candidate,residual_core_four_outlier,residual_core_four_metric,residual_core_four_direction,residual_core_four_robust_z,residual_core_four_abs_robust_z,residual_core_four_value,residual_core_four_class_median
2026-06-09_000344_精神病护士_vs_野狐高段4D_1780934624030023863.sgf,fox_dan,B,精神病护士,6段,6段,6,mid_dan,6,mid_dan,False,,6,mid_dan,4,mid_dan,3,12,4d-fox,4.0,mid_dan,1.844,2.02,0.176,7.196,0.256,False,False,False,0.461,0.405,0.056,,3-4d,3.5,low_dan,-2.5,79,48,70.538,0.3671,0.6203,0.6962,0.3038,4.076,0.4684,0.0886,0.6203,0.2152,0.5278,0.1646,48.1,3.181,1.959,1.959,0.238,2.621,5.074,9.21,17.931,3.282,0.819,0.3797,0.0506,30,49,0,0.955,3.916,3.181,0.8,0.5102,0.6203,0.397,False,mid_dan,0.411,0.411,False,False,,,,,,
2026-06-09_000344_精神病护士_vs_野狐高段4D_1780934624030023863.sgf,fox_dan,W,野狐高段4D,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,3.853,4.002,0.148,7.439,0.518,False,False,False,1.435,0.93,0.504,,3-5k,-4.0,kyu_level,-8.0,78,48,54.569,0.1923,0.3718,0.4231,0.5769,6.308,0.2821,0.0385,0.4103,0.3077,0.3429,0.2821,57.3,4.589,3.431,3.431,1.859,4.388,9.152,13.916,20.395,4.347,1.551,0.5897,0.0769,30,48,0,3.808,4.919,4.589,0.6,0.2917,0.4103,1.877,False,low_dan,1.596,1.045,False,False,,,,,,
2026-06-09_000557_小崽崽123_vs_野狐高段4D_1780934757030024199.sgf,fox_dan,B,小崽崽123,5段,5段,5,mid_dan,5,mid_dan,False,,5,mid_dan,10,professional,7,12,8d-fox,8.0,high_dan,0.947,1.345,0.398,3.127,0.303,False,False,False,0.897,0.216,0.68,,9d,9.0,high_dan,4.0,55,48,80.057,0.5455,0.6727,0.7455,0.2545,3.527,0.6727,0.0909,0.8364,0.1455,0.72,0.0182,32.2,0.896,0.479,0.479,0.0,0.282,1.36,1.711,6.836,1.121,0.233,0.1636,0.0,30,25,0,1.048,0.798,0.896,0.9,0.76,0.8364,1.416,False,professional,0.95,0.216,False,False,,,,,,
2026-06-09_000557_小崽崽123_vs_野狐高段4D_1780934757030024199.sgf,fox_dan,W,野狐高段4D,4段,4段,4,mid_dan,4,mid_dan,False,,4,mid_dan,1,low_dan,0,12,1d-fox,1.0,low_dan,1.839,1.959,0.12,7.439,0.247,False,False,False,0.604,0.366,0.238,,1-2k,-1.5,kyu_level,-5.5,54,48,53.495,0.2593,0.3889,0.4444,0.5556,6.167,0.3704,0.0926,0.537,0.3333,0.4454,0.1296,35.5,3.354,2.091,2.091,1.07,2.94,5.183,6.172,16.738,3.192,1.47,0.463,0.037,30,24,0,2.443,3.979,3.354,0.7333,0.2917,0.537,1.075,False,low_dan,0.74,0.395,False,False,,,,,,
2024-12-21_111257_连笑_vs_丁浩_1734767203010001797.sgf,fox_top_pro,B,连笑,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,8,12,9d-fox,9.0,high_dan,1.31,1.719,0.409,3.708,0.353,False,False,False,0.415,0.326,0.089,,7d,7.0,high_dan,-3.0,60,48,84.844,0.5667,0.85,0.9167,0.0833,2.15,0.7167,0.0667,0.85,0.1167,0.7342,0.0333,36.0,1.019,0.476,0.476,0.0,0.316,1.626,2.839,4.565,1.027,1.781,0.15,0.0,30,30,0,1.236,0.897,1.019,0.8333,0.8667,0.85,0.843,False,top_professional,0.415,0.326,False,False,,,,,,
2024-12-22_204546_丁浩_vs_신진서_1734944370010001585.sgf,fox_top_pro,B,丁浩,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,11,top_professional,8,12,9d-fox,9.0,high_dan,0.979,1.42,0.441,3.708,0.264,False,False,False,0.221,0.221,0.0,,9d,9.0,high_dan,-2.0,90,48,88.223,0.5556,0.8444,0.9111,0.0889,2.389,0.7,0.0889,0.8333,0.1444,0.7228,0.0222,43.8,1.089,0.548,0.548,0.0,0.275,1.96,2.86,8.389,1.27,3.461,0.1667,0.0,30,50,10,0.163,1.101,1.512,1.0,0.74,0.8,0.783,False,top_professional,0.221,0.221,False,False,,,,,,
2024-12-22_204546_丁浩_vs_신진서_1734944370010001585.sgf,fox_top_pro,W,신진서,11d-top-professional,11d-top-professional,11,top_professional,12.0,ai,True,twelve_d_style_rule,12.0,ai,12,ai,10,12,11d-top-pro,11.0,top_professional,1.01,1.207,0.197,2.264,0.446,False,True,True,0.245,0.196,0.049,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,10d-professional,10.0,professional,-1.0,90,48,87.802,0.6667,0.8889,0.9333,0.0667,1.989,0.7444,0.1111,0.9556,0.0333,0.8289,0.0111,35.1,0.485,0.274,0.274,0.0,0.26,0.812,1.09,5.336,0.721,2.569,0.0444,0.0,30,50,10,0.237,0.653,0.083,1.0,0.92,1.0,0.809,False,ai,0.245,0.196,False,False,,,,,,
2024-12-25_124408_丁浩_vs_童梦成_1735112604010001105.sgf,fox_top_pro,B,丁浩,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,11,top_professional,10,12,11d-top-pro,11.0,top_professional,0.967,1.256,0.289,2.264,0.427,False,False,False,0.205,0.205,0.0,,11d-top-professional,11.0,top_professional,0.0,90,48,83.677,0.5889,0.7778,0.8444,0.1556,2.733,0.7444,0.1222,0.9444,0.0556,0.79,0.0,28.6,0.43,0.221,0.221,0.0,0.2,0.797,1.201,2.689,0.457,2.825,0.0556,0.0,30,50,10,0.027,0.533,0.266,1.0,0.9,1.0,0.787,False,top_professional,0.205,0.205,False,False,,,,,,
2024-12-25_124408_丁浩_vs_童梦成_1735112604010001105.sgf,fox_top_pro,W,童梦成,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,9,12,10d-pro,10.0,professional,1.801,2.102,0.301,2.475,0.728,False,False,False,0.425,0.333,0.092,,10d-professional,10.0,professional,0.0,90,48,84.132,0.5444,0.7889,0.8333,0.1667,2.822,0.6444,0.1667,0.9333,0.0667,0.765,0.0,31.6,0.516,0.296,0.296,0.0,0.449,0.884,1.404,2.37,0.5,4.8,0.0667,0.0,30,50,10,0.12,0.628,0.127,1.0,0.88,1.0,0.869,False,top_professional,0.425,0.333,False,False,,,,,,
2024-12-27_211415_屠晓宇_vs_신진서_1735377068010001089.sgf,fox_top_pro,B,屠晓宇,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,9,12,10d-pro,10.0,professional,1.578,1.782,0.204,2.475,0.638,False,False,False,0.429,0.322,0.107,,10d-professional,10.0,professional,0.0,90,48,77.25,0.4667,0.7556,0.8444,0.1556,2.967,0.7111,0.1444,0.9667,0.0333,0.745,0.0,22.6,0.323,0.213,0.213,0.0,0.26,0.706,1.106,2.123,0.386,3.475,0.0333,0.0,30,50,10,0.476,0.295,0.127,0.9667,0.96,1.0,1.022,False,top_professional,0.429,0.322,False,False,,,,,,
2024-12-29_230519_신진서_vs_屠晓宇_1735549201010001879.sgf,fox_top_pro,W,屠晓宇,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,8,12,9d-fox,9.0,high_dan,1.399,1.892,0.493,3.708,0.377,False,False,False,0.406,0.292,0.115,,9d,9.0,high_dan,-1.0,90,48,90.193,0.6,0.8333,0.9222,0.0778,2.144,0.6667,0.0556,0.8222,0.1556,0.7378,0.0222,53.7,0.899,0.542,0.542,0.0,0.699,1.821,2.399,5.183,1.0,4.072,0.1778,0.0,30,50,10,0.62,1.077,0.561,0.9667,0.72,0.9,0.776,False,top_professional,0.406,0.292,False,False,,,,,,
2025-01-02_214228_连笑_vs_丁浩_1735895362010001365.sgf,fox_top_pro,W,丁浩,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,11,top_professional,8,12,9d-fox,9.0,high_dan,0.83,0.934,0.104,3.708,0.224,False,False,False,0.161,0.161,0.0,,10d-professional,10.0,professional,-1.0,90,48,87.573,0.5667,0.8111,0.8889,0.1111,2.489,0.6444,0.1,0.9,0.0889,0.7589,0.0111,44.8,0.567,0.396,0.396,0.0,0.603,1.204,1.754,5.869,0.803,2.085,0.1,0.0,30,50,10,0.357,0.442,1.122,1.0,0.88,0.7,0.477,False,top_professional,0.161,0.161,False,False,,,,,,
2025-01-04_120143_时越_vs_丁浩_1735981515010001714.sgf,fox_top_pro,B,时越,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,10,12,11d-top-pro,11.0,top_professional,0.784,1.182,0.398,2.264,0.346,False,False,False,0.403,0.149,0.254,,10d-professional,10.0,professional,0.0,90,48,86.893,0.6222,0.8222,0.8889,0.1111,2.267,0.7333,0.1222,0.9,0.0889,0.7839,0.0111,38.5,0.551,0.291,0.291,0.0,0.209,1.153,1.396,4.681,0.688,2.721,0.1,0.0,30,50,10,0.257,0.754,0.104,0.9667,0.86,0.9,0.869,False,top_professional,0.403,0.149,False,False,,,,,,
2025-01-05_003754_屠晓宇_vs_丁浩_1736064810010001969.sgf,fox_top_pro,B,屠晓宇,10d-professional,10d-professional,10,professional,12.0,ai,True,twelve_d_style_rule,12.0,ai,11,top_professional,10,12,11d-top-pro,11.0,top_professional,0.802,1.266,0.464,2.264,0.354,False,True,True,0.498,0.182,0.317,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,10d-professional,10.0,professional,0.0,90,48,91.333,0.6556,0.8556,0.9222,0.0778,2.022,0.7556,0.0889,0.9111,0.0778,0.8039,0.0111,43.3,0.649,0.338,0.338,0.0,0.153,0.893,1.771,5.522,0.894,1.021,0.0889,0.0,30,50,10,0.062,0.825,0.15,1.0,0.84,1.0,1.068,False,top_professional,0.498,0.182,False,False,,,,,,
2025-01-07_180115_申真谞_vs_金恩持_1736249901010001997.sgf,fox_top_pro,B,申真谞,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,11,top_professional,8,12,9d-fox,9.0,high_dan,1.344,1.361,0.018,3.708,0.362,False,False,False,0.231,0.231,0.0,,10d-professional,10.0,professional,-1.0,90,48,88.972,0.6222,0.8333,0.8778,0.1222,2.378,0.7333,0.0556,0.9222,0.0556,0.7928,0.0222,42.1,0.588,0.347,0.347,0.0,0.337,0.932,1.867,5.071,0.822,1.945,0.0778,0.0,30,50,10,0.061,0.639,0.745,1.0,0.9,0.8,0.518,False,top_professional,0.231,0.231,False,False,,,,,,
2025-01-11_111646_李翔宇_vs_丁浩_1736581176010001139.sgf,fox_top_pro,B,李翔宇,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,9,12,10d-pro,10.0,professional,1.653,2.142,0.489,2.475,0.668,False,False,False,0.363,0.339,0.024,,10d-professional,10.0,professional,0.0,80,48,88.528,0.5125,0.75,0.8375,0.1625,3.013,0.625,0.1625,0.9375,0.0625,0.7525,0.0,36.6,0.659,0.376,0.376,0.0,0.497,0.989,1.355,3.727,0.741,0.817,0.0625,0.0,30,50,0,0.867,0.609,0.659,0.9667,0.92,0.9375,0.725,False,top_professional,0.363,0.339,False,False,,,,,,
2025-01-12_211630_신진서_vs_柯洁_1736758851010001360.sgf,fox_top_pro,B,신진서,11d-top-professional,11d-top-professional,11,top_professional,12.0,ai,True,twelve_d_style_rule,12.0,ai,12,ai,10,12,11d-top-pro,11.0,top_professional,1.047,1.082,0.035,2.264,0.462,False,True,True,0.263,0.181,0.082,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,11d-top-professional,11.0,top_professional,0.0,90,48,81.857,0.6556,0.9,0.9222,0.0778,2.044,0.8,0.1111,0.9444,0.0556,0.82,0.0,29.6,0.271,0.163,0.163,0.0,0.05,0.495,1.226,1.912,0.394,2.266,0.0556,0.0,30,50,10,0.003,0.479,0.025,1.0,0.9,1.0,1.036,False,ai,0.263,0.181,False,False,,,,,,
2025-01-12_211630_신진서_vs_柯洁_1736758851010001360.sgf,fox_top_pro,W,柯洁,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,8,12,9d-fox,9.0,high_dan,0.878,0.924,0.046,3.708,0.237,False,False,False,0.398,0.157,0.242,,10d-professional,10.0,professional,0.0,90,48,84.224,0.6,0.8556,0.9111,0.0889,2.311,0.7111,0.0889,0.8667,0.1333,0.76,0.0,34.1,0.655,0.327,0.327,0.0,0.347,1.394,1.677,2.369,0.606,3.066,0.1333,0.0,30,50,10,0.076,0.772,0.477,1.0,0.78,0.9,0.862,False,top_professional,0.398,0.157,False,False,,,,,,
2025-01-16_085702_申真谞_vs_朴永训_1736991826010001225.sgf,fox_top_pro,B,申真谞,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,11,top_professional,9,12,10d-pro,10.0,professional,2.225,2.516,0.29,2.475,0.899,False,False,False,0.407,0.407,0.0,,10d-professional,10.0,professional,-1.0,90,48,80.508,0.5,0.7222,0.8444,0.1556,2.933,0.6556,0.1778,0.9667,0.0333,0.76,0.0,24.2,0.438,0.252,0.252,0.0,0.384,0.737,0.93,3.099,0.439,0.875,0.0333,0.0,30,50,10,0.164,0.518,0.323,1.0,0.94,1.0,1.082,False,top_professional,0.407,0.407,False,False,,,,,,
2025-01-23_180121_신진서_vs_김명훈_1737628944010001066.sgf,fox_top_pro,W,김명훈,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,10,professional,7,12,8d-fox,8.0,high_dan,0.909,0.955,0.046,3.127,0.291,False,False,False,0.187,0.187,0.0,,8d,8.0,high_dan,-2.0,90,48,86.664,0.4222,0.7111,0.8333,0.1667,3.011,0.6333,0.1,0.8667,0.1222,0.6789,0.0111,41.5,0.785,0.467,0.467,0.0,0.675,1.451,2.305,4.035,0.819,0.582,0.1333,0.0,30,50,10,0.979,0.834,0.281,0.9,0.84,0.9,0.439,False,professional,0.187,0.187,False,False,,,,,,
2025-02-08_135348_时越_vs_丁浩_1739005815010001962.sgf,fox_top_pro,B,时越,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,10,12,11d-top-pro,11.0,top_professional,1.37,1.396,0.026,2.264,0.605,False,False,False,0.368,0.258,0.11,,10d-professional,10.0,professional,0.0,90,48,84.781,0.5778,0.8111,0.8556,0.1444,2.622,0.7333,0.1222,0.9111,0.0778,0.7689,0.0111,26.1,0.835,0.353,0.353,0.0,0.237,1.071,1.609,8.548,1.038,2.751,0.0889,0.0,30,50,10,0.602,0.391,2.194,0.9333,0.94,0.7,0.83,False,top_professional,0.368,0.258,False,False,,,,,,
2025-02-15_180043_신진서_vs_한태희_1739615343010001750.sgf,fox_top_pro,B,신진서,11d-top-professional,11d-top-professional,11,top_professional,12.0,ai,True,twelve_d_style_rule,12.0,ai,12,ai,11,12,12d-katago-rating,12.0,ai,1.215,1.507,0.293,1.847,0.658,False,True,True,0.288,0.156,0.131,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,11d-top-professional,11.0,top_professional,0.0,90,48,84.929,0.6667,0.8667,0.9222,0.0778,2.022,0.7667,0.0556,0.9333,0.0667,0.82,0.0,38.6,0.342,0.238,0.238,0.0,0.051,0.885,1.384,2.313,0.518,0.655,0.0667,0.0,30,50,10,0.254,0.382,0.303,0.9667,0.92,0.9,6183.655,True,ai,0.288,0.156,False,False,,,,,,
2025-02-15_180043_신진서_vs_한태희_1739615343010001750.sgf,fox_top_pro,W,한태희,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,9,12,10d-pro,10.0,professional,0.849,1.458,0.609,2.475,0.343,False,False,False,0.269,0.252,0.017,,10d-professional,10.0,professional,0.0,90,48,82.999,0.5,0.7889,0.8556,0.1444,2.744,0.6556,0.1333,0.8778,0.1111,0.7189,0.0111,35.8,0.68,0.397,0.397,0.0,0.443,1.37,1.785,4.619,0.773,1.171,0.1222,0.0,30,50,10,0.612,0.741,0.338,0.9,0.84,1.0,0.578,False,top_professional,0.269,0.252,False,False,,,,,,
2025-02-20_101604_李轩豪_vs_신진서_1740038588010001261.sgf,fox_top_pro,B,李轩豪,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,10,12,11d-top-pro,11.0,top_professional,1.205,1.435,0.23,2.264,0.532,False,False,False,0.492,0.237,0.255,,10d-professional,10.0,professional,0.0,84,48,84.586,0.5952,0.9405,0.9762,0.0238,1.69,0.7381,0.0952,0.881,0.119,0.7643,0.0,34.2,0.63,0.326,0.326,0.0,0.316,1.284,1.608,3.945,0.724,0.754,0.119,0.0,30,50,4,0.082,0.711,1.087,1.0,0.82,0.75,1.052,False,top_professional,0.492,0.237,False,False,,,,,,
2025-02-20_101604_李轩豪_vs_신진서_1740038588010001261.sgf,fox_top_pro,W,신진서,11d-top-professional,11d-top-professional,11,top_professional,12.0,ai,True,twelve_d_style_rule,12.0,ai,12,ai,11,12,12d-katago-rating,12.0,ai,1.902,2.359,0.457,1.847,1.03,False,True,True,0.474,0.312,0.162,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,11d-top-professional,11.0,top_professional,0.0,84,48,88.092,0.7619,0.9167,0.9643,0.0357,1.667,0.8333,0.0595,0.9286,0.0714,0.8607,0.0,40.5,0.339,0.192,0.192,0.0,0.0,0.56,1.27,2.874,0.518,0.448,0.0714,0.0,30,50,4,0.01,0.338,0.822,1.0,0.92,0.5,1.338,False,ai,0.474,0.312,False,False,,,,,,
2025-02-21_100418_丁浩_vs_신진서_1740130129010001784.sgf,fox_top_pro,B,丁浩,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,9,high_dan,8,12,9d-fox,9.0,high_dan,1.464,1.87,0.406,3.708,0.395,False,False,False,0.334,0.247,0.087,,8d,8.0,high_dan,-3.0,90,48,86.609,0.5889,0.7556,0.8778,0.1222,2.622,0.7111,0.0556,0.8111,0.1333,0.7244,0.0556,51.8,1.134,0.693,0.693,0.0,0.522,2.665,3.967,8.914,1.486,3.718,0.1889,0.0,30,50,10,0.415,1.254,1.015,1.0,0.7,0.8,1.26,False,top_professional,0.334,0.334,False,False,,,,,,
2025-02-28_002000_신진서_vs_王星昊_1740732158010001325.sgf,fox_top_pro,B,신진서,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,11,top_professional,10,12,11d-top-pro,11.0,top_professional,0.711,1.409,0.698,2.264,0.314,False,False,False,0.192,0.192,0.0,,10d-professional,10.0,professional,-1.0,90,48,87.045,0.5556,0.8667,0.9333,0.0667,2.122,0.7333,0.1,0.9667,0.0222,0.7839,0.0111,30.6,0.536,0.256,0.256,0.0,0.238,0.97,1.156,5.008,0.627,1.658,0.0333,0.0,30,50,10,0.167,0.621,0.444,1.0,0.96,0.9,0.732,False,top_professional,0.192,0.192,False,False,,,,,,
2025-03-07_194930_신민준_vs_신진서_1741350036010001302.sgf,fox_top_pro,W,신진서,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,12,ai,11,12,12d-katago-rating,12.0,ai,2.008,2.742,0.734,1.847,1.087,False,False,False,0.477,0.295,0.182,,10d-professional,10.0,professional,-1.0,90,48,90.817,0.7444,0.9222,0.9778,0.0222,1.522,0.8667,0.0222,0.9111,0.0667,0.8428,0.0222,48.2,0.518,0.295,0.295,0.0,0.0,0.665,1.634,6.107,0.998,0.747,0.0889,0.0,30,50,10,0.137,0.526,0.622,1.0,0.86,0.9,1.261,False,ai,0.477,0.295,False,False,,,,,,
2025-03-09_194328_한승주_vs_党毅飞_1741522612010001479.sgf,fox_top_pro,B,한승주,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,9,high_dan,8,12,9d-fox,9.0,high_dan,1.643,1.845,0.202,3.708,0.443,False,False,False,0.351,0.23,0.121,,9d,9.0,high_dan,-1.0,90,48,84.594,0.5,0.8222,0.8889,0.1111,2.6,0.6667,0.0556,0.8,0.1889,0.6839,0.0111,42.7,1.023,0.572,0.572,0.0,0.699,2.119,2.814,5.96,1.07,2.737,0.2,0.0,30,50,10,0.172,1.168,1.185,0.9667,0.72,0.7,0.585,False,professional,0.351,0.351,False,False,,,,,,
2025-03-15_101246_陈梓健_vs_丁浩_1742010496010001528.sgf,fox_top_pro,W,丁浩,11d-top-professional,11d-top-professional,11,top_professional,12.0,ai,True,twelve_d_style_rule,12.0,ai,11,top_professional,10,12,11d-top-pro,11.0,top_professional,0.396,1.116,0.721,2.264,0.175,False,True,True,0.129,0.129,0.0,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,10d-professional,10.0,professional,-1.0,90,48,86.084,0.6111,0.8667,0.9222,0.0778,2.089,0.7444,0.1,0.9222,0.0667,0.7889,0.0111,23.2,0.748,0.284,0.284,0.0,0.212,1.011,1.657,4.023,0.687,3.269,0.0778,0.0,30,50,10,0.096,0.879,0.506,1.0,0.88,0.9,0.618,False,top_professional,0.129,0.129,False,False,,,,,,
2025-03-15_101358_党毅飞_vs_廖元赫_1742008895010001327.sgf,fox_top_pro,W,廖元赫,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,8,12,9d-fox,9.0,high_dan,1.535,1.719,0.184,3.708,0.414,False,False,False,0.47,0.31,0.16,,11d-top-professional,11.0,top_professional,1.0,90,48,78.598,0.6,0.7444,0.8111,0.1889,2.956,0.7778,0.0556,0.9222,0.0778,0.785,0.0,25.9,0.396,0.24,0.24,0.0,0.084,0.914,1.315,2.157,0.511,2.657,0.0778,0.0,30,50,10,0.747,0.367,0.108,0.9333,0.9,1.0,0.982,False,top_professional,0.47,0.31,False,False,,,,,,
2025-03-15_151104_傅健恒_vs_丁浩_1742028488010001101.sgf,fox_top_pro,B,傅健恒,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,12,ai,10,12,11d-top-pro,11.0,top_professional,0.799,1.209,0.41,2.264,0.353,False,False,False,0.5,0.19,0.31,,11d-top-professional,11.0,top_professional,1.0,90,48,83.83,0.6556,0.8444,0.9,0.1,2.144,0.7556,0.0889,0.9222,0.0778,0.81,0.0,35.8,0.378,0.248,0.248,0.0,0.165,0.869,1.288,3.587,0.573,2.646,0.0778,0.0,30,50,10,0.349,0.421,0.008,1.0,0.86,1.0,1.068,False,ai,0.5,0.19,False,False,,,,,,
2025-03-16_095408_丁浩_vs_杨鼎新_1742096334010001220.sgf,fox_top_pro,B,丁浩,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,11,top_professional,10,12,11d-top-pro,11.0,top_professional,0.879,1.349,0.47,2.264,0.388,False,False,False,0.19,0.19,0.0,,10d-professional,10.0,professional,-1.0,90,48,90.107,0.6778,0.8333,0.8667,0.1333,2.378,0.7667,0.1111,0.9111,0.0556,0.8117,0.0333,32.7,0.94,0.37,0.37,0.0,0.116,0.82,2.414,5.431,1.019,2.755,0.0889,0.0,30,50,10,0.114,1.135,0.559,1.0,0.86,0.9,0.658,False,top_professional,0.19,0.19,False,False,,,,,,
2025-03-22_121530_申真谞_vs_洪性志_1742622741010001759.sgf,fox_top_pro,B,申真谞,11d-top-professional,11d-top-professional,11,top_professional,12.0,ai,True,twelve_d_style_rule,12.0,ai,12,ai,10,12,11d-top-pro,11.0,top_professional,0.776,1.165,0.388,2.264,0.343,False,True,True,0.209,0.181,0.028,满足申真谞40% 12d表现线：吻合度>=0.7887、Top5>=0.9115、平均AI排名<=2.1842、折算平均目损<=0.4154、P90目损<=1.1192、失误率<=0.0190,11d-top-professional,11.0,top_professional,0.0,85,48,87.778,0.6118,0.8471,0.9412,0.0588,2.047,0.8,0.1059,0.9412,0.0588,0.7988,0.0,35.0,0.464,0.246,0.246,0.0,0.118,0.569,1.194,3.342,0.668,1.189,0.0588,0.0,30,50,5,0.06,0.611,0.0,1.0,0.9,1.0,0.788,False,ai,0.209,0.181,False,False,,,,,,
2025-03-22_121530_申真谞_vs_洪性志_1742622741010001759.sgf,fox_top_pro,W,洪性志,10d-professional,10d-professional,10,professional,10,professional,False,,10,professional,11,top_professional,8,12,9d-fox,9.0,high_dan,1.437,1.603,0.166,3.708,0.388,False,False,False,0.347,0.308,0.04,,9d,9.0,high_dan,-1.0,84,48,85.902,0.5595,0.8095,0.8452,0.1548,2.69,0.7024,0.1071,0.881,0.0833,0.7446,0.0357,31.1,1.294,0.542,0.542,0.0,0.286,1.524,2.768,8.72,1.433,1.72,0.119,0.0,30,50,4,0.178,1.466,1.37,1.0,0.84,0.5,0.753,False,top_professional,0.347,0.308,False,False,,,,,,
2025-03-23_195424_신진서_vs_심재익_1742732692010001519.sgf,fox_top_pro,B,신진서,11d-top-professional,11d-top-professional,11,top_professional,11,top_professional,False,,11,top_professional,11,top_professional,8,12,9d-fox,9.0,high_dan,1.23,1.419,0.189,3.708,0.332,False,False,False,0.265,0.265,0.0,,9d,9.0,high_dan,-2.0,90,48,88.546,0.5222,0.8444,0.9222,0.0778,2.344,0.6444,0.1,0.8444,0.1444,0.7139,0.0111,48.0,0.682,0.42,0.42,0.0,0.753,1.51,1.638,4.391,0.761,0.387,0.1556,0.0,30,50,10,0.285,0.702,1.01,1.0,0.8,0.6,0.779,False,top_professional,0.265,0.265,False,False,,,,,,
